Event Name,Event Date,Links,Event URL
Prime - Sail Pre-party,22 augustus 2025,https://www.clubprime.nl/,https://www.djguide.nl/party.p/534449/prime-sail-pre-party
So Sick Saturdays,22 augustus 2025,https://www.clubup.nl/,https://www.djguide.nl/party.p/532985/so-sick-saturdays
Yoo-Hoo: Big Summer Blowout!,22 augustus 2025,https://www.derhintergarten.nl/,https://www.djguide.nl/party.p/533885/yoo-hoo-big-summer-blowout
Doka Studio w/ Kennedy - Vasco,22 augustus 2025,https://doka.weticket.io/doka-studio-w-kennedy-vasco | https://www.volkshotel.nl/doka,https://www.djguide.nl/party.p/533664/doka-studio-w-kennedy-vasco
HouseRules,22 augustus 2025,https://escape.nl/,https://www.djguide.nl/party.p/531792/houserules
"Erika, Nawaz, Bmg (Sunrise Set)",22 augustus 2025,https://www.garagenoord.com/club/erika-nawaz-bmg-sunrise-set,https://www.djguide.nl/party.p/534076/erika-nawaz-bmg-sunrise-set
Afro Latin Viernes,22 augustus 2025,https://ibizalounge.amsterdam/,https://www.djguide.nl/party.p/534216/afro-latin-viernes
Please Don't Tell.,22 augustus 2025,https://pleasedonttell.nl/ | https://www.jimmywoo.com/,https://www.djguide.nl/party.p/529727/please-dont-tell.
Undrgrnd,22 augustus 2025,https://www.clubjohndoe.nl/,https://www.djguide.nl/party.p/534906/undrgrnd
HIGH TEA Festeaval 2025,22 augustus 2025,https://appic.shop/redirect/2e3cb5b3-8350-4512-9a49-d3a29c75c381?source=djguide | https://highteamusic.nl/events/festeaval-2025 | https://lofi.amsterdam/ | https://www.ticketswap.com/event/high-tea-festeaval-2025/61b19b63-f8ca-45a5-914b-ee5040905683?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/524748/high-tea-festeaval-2025
Madam By Night presents: Skyline Sessions,22 augustus 2025,https://www.madamamsterdam.nl/,https://www.djguide.nl/party.p/529092/madam-by-night-presents-skyline-sessions
PUUR - Powered by Gowtu,22 augustus 2025,https://ticketmaster-netherlands.sjv.io/c/1256719/427748/7510?u=https%3a%2f%2fwww.ticketmaster.nl%2fevent%2f826763961%3flanguage%3dnl-be | https://www.melkweg.nl/,https://www.djguide.nl/party.p/530990/puur-powered-by-gowtu
Full Moon Party,22 augustus 2025,https://exchangeparty.nl/ | https://www.melkweg.nl/,https://www.djguide.nl/party.p/535069/full-moon-party
"Charwinoa Invites: Nadim, Alain, Sia Sierra, Charwinoa + Special Guest",22 augustus 2025,https://murmur.weticket.io/charwinoa-invites | https://murmurmur.nl/,https://www.djguide.nl/party.p/535679/charwinoa-invites-nadim-alain-sia-sierra-charwinoa-special-guest
Sail On Stage: Classy Soundwaves,22 augustus 2025,https://www.ndsm.nl/en/werf | https://www.sail.nl/sail-on-stage,https://www.djguide.nl/party.p/531402/sail-on-stage-classy-soundwaves
Pretty Young Thing,22 augustus 2025,https://www.oliva-amsterdam.nl/ | https://www.prettyyoungthing.nl/,https://www.djguide.nl/party.p/524529/pretty-young-thing
Allyzzle,22 augustus 2025,https://www.pacificamsterdam.nl/en/events/dj-nights,https://www.djguide.nl/party.p/535549/allyzzle
Tante Roosje – Komt Naar Je Toe,22 augustus 2025,https://appic.shop/redirect/96cbe3e8-55df-4eee-aeee-7bf2ec286521?source=djguide | https://panama.nl/event/tante-roosje-komt-naar-je-toe,https://www.djguide.nl/party.p/534927/tante-roosje-komt-naar-je-toe
"UK Bass, Bruk and Beyond",22 augustus 2025,https://www.paradiso.nl/nl/programma/uk-bass-bruk-and-beyond/2584715,https://www.djguide.nl/party.p/532648/uk-bass-bruk-and-beyond
Caim / Klankers / Naone,22 augustus 2025,https://radioradio.radio/club,https://www.djguide.nl/party.p/533306/caim-klankers-naone
"Shelter | Bennet b2b DJ Sweet6teen, Alinka b2b Doppelgang & more",22 augustus 2025,https://appic.shop/redirect/d8f2c02a-bcc3-4f6a-a7ce-9210aff7c7ee?source=djguide | https://www.shelteramsterdam.nl/event/22-08-club-night,https://www.djguide.nl/party.p/532639/shelter-bennet-b2b-dj-sweet6teen-alinka-b2b-doppelgang-more
Sissi's Friday,22 augustus 2025,https://sissisamsterdam.weticket.io/sissis-friday-2208 | https://www.sissisamsterdam.nl/,https://www.djguide.nl/party.p/531566/sissis-friday
Pacific Ondergronds X Kruispunt Presenteren: Mani-Fest,22 augustus 2025,https://skatecafe.weticket.io/pacific-ondergronds-kruispunt | https://www.skatecafe.nl/,https://www.djguide.nl/party.p/533576/pacific-ondergronds-x-kruispunt-presenteren-mani-fest
Soulkitchen Invites: Loe presents,22 augustus 2025,https://soulkitchenamsterdam.nl/,https://www.djguide.nl/party.p/534905/soulkitchen-invites-loe-presents
Mayhem x Four x Pre Party Parels Vd Stad - w/ Dior Live,22 augustus 2025,https://supper.nl/,https://www.djguide.nl/party.p/533575/mayhem-x-four-x-pre-party-parels-vd-stad-w-dior-live
Disco Jalisco,22 augustus 2025,https://thetequilaclub.nl/,https://www.djguide.nl/party.p/536204/disco-jalisco
Fiestanl - Independance Day,22 augustus 2025,https://www.willemeen.nl/,https://www.djguide.nl/party.p/532751/fiestanl-independance-day
Dj Rpm '88,22 augustus 2025,https://www.belcrumbeach.nl/,https://www.djguide.nl/party.p/533515/dj-rpm-88
Flirt Night,22 augustus 2025,https://www.tramzicht.nl/,https://www.djguide.nl/party.p/533394/flirt-night
Studio Houtbaar: Curator Night,22 augustus 2025,https://www.houtbaarhaarlem.nl/,https://www.djguide.nl/party.p/534136/studio-houtbaar-curator-night
Guus Meeuwis (Metropool Open Air),22 augustus 2025,https://openluchttheaterhertme.nl/ | https://ticketmaster-netherlands.sjv.io/c/1256719/427748/7510?u=https%3a%2f%2fwww.ticketmaster.nl%2fevent%2f262370928%3flanguage%3dnl-be,https://www.djguide.nl/party.p/515928/guus-meeuwis-metropool-open-air
Mysteryland 2025 - Friday (camping guests only),22 augustus 2025,http://www.recreatienoordholland.nl/zakelijk/organisatie2.asp?IdBedrijf=23 | https://www.mysteryland.nl/ | https://www.ticketswap.com/mysteryland?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/529035/mysteryland-2025-friday-camping-guests-only
Striktly Solúa - Outdoor Kijkduin,22 augustus 2025,https://striktly.nl/ | https://www.nabrasa.nl/,https://www.djguide.nl/party.p/534618/striktly-sola-outdoor-kijkduin
Goeie Vrijdag,22 augustus 2025,https://www.goeievrijdag.com/,https://www.djguide.nl/party.p/526478/goeie-vrijdag
Pandora w/ Area One,22 augustus 2025,https://wibar.nl/,https://www.djguide.nl/party.p/531177/pandora-w-area-one
Glemmer Beach Festival 2025 - vrijdag,22 augustus 2025,https://appic.shop/redirect/2ffe5b04-5f37-41a8-bd48-55c5c8a9ffd9?source=djguide | https://www.glemmerbeach.nl/ | https://www.ticketswap.com/glemmer-beach-festival?utm_source=djguide&utm_medium=affiliate&utm_campaign=djguide_affiliate&utm_content=website,https://www.djguide.nl/party.p/500134/glemmer-beach-festival-2025-vrijdag
Complex Summer with High Sense / Karish / Omni,22 augustus 2025,https://complexmaastricht.nl/,https://www.djguide.nl/party.p/526220/complex-summer-with-high-sense-karish-omni
Vrijmiboot Nijmegen,22 augustus 2025,https://vrijmiboot.com/,https://www.djguide.nl/party.p/515843/vrijmiboot-nijmegen
Mama Africa,22 augustus 2025,https://www.doornroosje.nl/event/mama-africa-5 | https://www.mamaafrica.nl/,https://www.djguide.nl/party.p/529452/mama-africa
Tijdreis x Molenstraat Nijmegen Festival,22 augustus 2025,http://www.molenstraatnijmegen.nl/,https://www.djguide.nl/party.p/535672/tijdreis-x-molenstraat-nijmegen-festival
Join The Club: UKG Special,22 augustus 2025,https://bird-rotterdam.nl/,https://www.djguide.nl/party.p/530757/join-the-club-ukg-special
